horse_name,horse_url,country_of_origin,age,color,sex,import_type,season_stakes,total_stakes,no_123_starts,no_starts_in_10,stable_loc,trainer,owner,current_rating,sos_rating,sire,dam,dam_sire,retired
ALL FOR ST PAUL'S(C517),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C517,AUS,5,Bay,Gelding,PPG,"$978,900 ","$5,191,005 ",5-5-1-24,1,Conghua(11/11/2021),F C Lor,St Paul's Boys Syndicate,81,75,Magnus,So Enticing,Ice Point,FALSE
JIMMU(C266),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C266,GER,6,Grey,Gelding,PP,"$117,000 ","$859,455 ",0-2-4-32,1,Hong Kong(11/06/2021),Y S Tsui,Yu Chu Lam,30,35,Dalakhani,Jambalaya,Samum,FALSE
LIGHT MY DAY(C505),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C505,AUS,6,Bay,Gelding,PP,"$534,300 ","$1,174,300 ",2-0-1-24,1,Conghua(09/11/2021),C H Yip,Leung Tin Fu,37,31,Dawn Approach,Clothilde,Danehill,FALSE
BRAVE POWER(D153),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D153,NZ,5,Bay,Gelding,PPG,"$703,950 ","$798,950 ",1-1-0-17,2,Conghua(30/11/2021),A S Cruz,Mr & Mrs Matthew Lam Kin Hong,30,23,Declaration Of War,Flying Orca,Perfectly Ready,FALSE
RED MAJESTY(E028),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E028,NZ,5,Bay,Gelding,PPG,"$1,367,600 ","$2,957,600 ",5-1-1-17,1,Hong Kong(01/12/2021),D A Hayes,"Pong Kin Yee, Samson Yip Yan Tion, Gary Chan Ming Lee & David Liao Yi Chien",61,49,Ferlax,Little Tee,Volksraad,FALSE
RUN RUN GOOD(D310),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D310,ARG,5,Bay,Gelding,ISG,"$343,200 ","$553,200 ",0-2-1-15,1,Hong Kong(24/05/2020),K L Man,"Tang Ming, Tang Chak Leung, Tang Chak Man & Elaine Tang Wai Ling",34,33,Grand Reward,La Campoy,Luhuk,FALSE
SIGHT SUCCESS(D375),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D375,AUS,5,Bay,Gelding,PPG,"$4,332,000 ","$6,994,500 ",6-1-0-13,3,Hong Kong(12/05/2021),J Size,Tam Wing Kun,95,83,Magnus,Tarp,Bletchley Park,FALSE
TORNADO TWIST(C028),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C028,AUS,-1,Brown,Gelding,PPG,,"$6,863,950 ",4-4-3-32,-1,,,Fok Yuk Tong,65,-1,Denman,More Glory,More Than Ready,TRUE
PRIVATE ROCKET(C367),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C367,IRE,5,Bay,Gelding,PP,"$178,200 ","$4,418,850 ",3-3-3-29,1,Hong Kong(03/12/2021),D J Whyte,Marces Lee Tze Bun,79,82,Dark Angel,Love In The Desert,Lemon Drop Kid,FALSE
KING'S CAPITAL(E077),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E077,AUS,5,Bay,Gelding,PP,"$993,150 ","$1,278,150 ",1-1-0-14,2,Hong Kong(16/04/2021),D A Hayes,"Dr & Mrs Gene Tsoi Wai Wang, Philip Tsoi Jing Hong and Margaret Tsoi Min Ying",67,60,Animal Kingdom,Dual Star,Starcraft,FALSE
SUNSET WATCH(C502),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C502,AUS,6,Bay,Gelding,PP,"$345,400 ","$2,205,650 ",1-3-2-26,1,Conghua(02/12/2021),K W Lui,James Lau Po Man & Alice Woo Wai See,72,75,Akeed Mofeed,Saramenha,Snitzel,FALSE
FARSHAD(B238),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B238,GER,7,Grey,Gelding,PP,$0 ,"$4,227,740 ",3-4-2-37,2,Hong Kong(08/10/2021),Y S Tsui,Yau Kwok Fai,65,72,Kendargent,Forever Midnight,Night Shift,FALSE
MERIDIAN GENIUS(C067),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C067,AUS,6,Grey,Gelding,PPG,"$54,950 ","$3,199,540 ",2-5-1-25,1,Hong Kong(06/08/2018),A T Millard,Meridian Racing Syndicate,58,63,Unencumbered,More Than Pronto,More Than Ready,FALSE
PRESIDENT'S CHOICE(D038),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D038,AUS,6,Bay,Gelding,PPG,"$62,400 ","$2,129,770 ",2-3-0-19,1,Hong Kong(08/07/2019),R Gibson,Peter Lee Kwok Wah,49,55,Redoute's Choice,Shihabi,Pins,FALSE
YOUNG PASSION(D380),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D380,GB,4,Chestnut,Gelding,PP,$0 ,$0 ,0-0-0-6,0,Conghua(07/10/2021),D J Hall,HKJC Racing Club Limited,60,62,Garswood,Regal Riband,Fantastic Light,FALSE
CIRCUIT SIX(D432),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D432,AUS,-1,Bay,Gelding,PP,,"$90,000 ",0-0-0-6,-1,,,Ho Yin Sang & Cheung Kwok Ping,68,-1,Time For War,Shadow Grande,Dane Shadow,TRUE
CIRCUIT SEVEN(D474),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D474,AUS,4,Chestnut,Gelding,PP,"$291,200 ","$361,200 ",0-1-0-14,2,Hong Kong(24/11/2021),A S Cruz,Cheung Kwong Kwan & Cheung Kwok Wa,48,50,Deep Field,Flamboyant Lass,Stratum,FALSE
JUST NOT LISTENING(B192),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B192,AUS,-1,Chestnut,Gelding,PPG,,"$3,891,350 ",3-4-5-35,-1,,,Lui Ming Ho,51,-1,Star Witness,High Aspirations,Exceed And Excel,TRUE
SKY SHOW(D099),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D099,NZ,5,Brown,Gelding,PPG,$0 ,"$2,183,180 ",1-3-3-15,0,Conghua(24/08/2021),C Fownes,Kwan Yui Man,56,56,Showcasing,Mary Agnes,Zabeel,FALSE
SILVER FIG(B025),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B025,AUS,7,Grey,Gelding,PPG,"$1,368,000 ","$7,063,650 ",7-1-4-22,1,Hong Kong(21/07/2017),A T Millard,Financial Investors Group Syndicate,97,90,Hard Spun,Bonifacio,Even The Score,FALSE
GUNNAR(C222),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C222,AUS,-1,Bay,Gelding,PPG,,"$3,372,990 ",2-7-3-21,-1,,,Cheng Chung Wah,71,-1,Hinchinbrook,Hot Diamond,Hussonet,TRUE
GOLFMAN STAR(D384),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D384,AUS,-1,Chestnut,Gelding,PP,,"$954,900 ",1-0-1-16,-1,,,Golfman's Club Syndicate,60,-1,Animal Kingdom,Pretends,Exceed And Excel,TRUE
TAKE WHAT YOU NEED(C474),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C474,AUS,6,Chestnut,Gelding,PP,$0 ,"$2,153,000 ",0-3-5-27,3,Hong Kong(29/09/2021),D J Whyte,Lai Chan Cheong,40,51,Fast 'N' Famous,Sequential Charm,Sequalo,FALSE
CALIFORNIA GUNGHO(B204),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B204,FR,-1,Brown,Gelding,PP,,"$2,974,390 ",2-3-3-34,-1,,,Chester Liang Jun Yu,56,-1,Shakespearean,Less Crazy,Le Fou,TRUE
SUPER ALLIANCES(C472),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C472,NZ,-1,Bay,Gelding,PPG,,"$3,162,480 ",3-4-2-25,-1,,,Go Global Syndicate,56,-1,Zacinto,Footsie,Gallant Guru,TRUE
SO WE JOY(D082),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D082,AUS,6,Bay,Gelding,PPG,$0 ,"$2,996,910 ",3-2-3-21,0,Hong Kong(28/05/2021),C W Chang,Good Hope Syndicate,76,76,So You Think,Soho Secret,Lucky Owners,FALSE
KEEP YOU WARM(D272),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D272,IRE,4,Brown,Gelding,PP,"$1,038,900 ","$3,335,400 ",2-2-3-18,1,Conghua(30/11/2021),K W Lui,Barrier Free Syndicate,83,74,No Nay Never,Dacio,Harlan's Holiday,FALSE
HARMONY AND RICH(D110),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D110,AUS,5,Bay,Gelding,PP,"$1,368,000 ","$6,393,000 ",4-1-3-17,0,Conghua(25/11/2021),Y S Tsui,Sze-To Kin Sun,102,93,I Am Invincible,Express Power,Snitzel,FALSE
BLOTTING PAPER(D043),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D043,AUS,6,Brown,Gelding,PP,"$182,000 ","$1,120,845 ",1-1-2-22,1,Hong Kong(15/07/2019),R Gibson,Mr & Mrs Andrew Wong Kwok Kin,46,51,Uncle Mo,Redtruth,Testa Rossa,FALSE
SUPER POWER MAN(D072),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D072,AUS,-1,Bay,Gelding,PPG,,"$1,154,880 ",2-0-0-10,-1,,,Mr & Mrs Chan Hou Bo and Mr & Mrs Edward Chan Tsz Chun,53,-1,Anacheeva,Silver Girl,Fastnet Rock,TRUE
EXCEED THE STARS(D430),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D430,AUS,-1,Chestnut,Gelding,PP,,"$35,000 ",0-0-0-8,-1,,,Ivan Yau Wai Shing,54,-1,Star Witness,Exceed And Excite,Exceed And Excel,TRUE
SUPER FOOTBALL(D465),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D465,NZ,5,Brown,Gelding,PP,$0 ,"$4,555,500 ",3-1-0-10,0,Conghua(21/10/2021),K H Ting,"Robert Lau, Cynthia Lau & Sandra Lau",89,89,More Than Ready,Raziyya Of Sydney,Redoute's Choice,FALSE
BEAUTY DAY(B076),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B076,IRE,-1,Bay,Gelding,PPG,,"$3,676,100 ",1-7-5-32,-1,,,Beautiful People Syndicate,62,-1,Footstepsinthesand,Lucy Diamonds,Orpen,TRUE
ENTRUSTED(D381),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D381,GB,5,Brown,Gelding,PP,"$1,970,350 ","$2,783,100 ",2-1-3-16,2,Hong Kong(22/02/2020),W Y So,Lui Chun Tai,75,63,Nathaniel,Royal Empress,Holy Roman Emperor,FALSE
PERFECT TO GREAT(D327),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D327,AUS,5,Brown,Gelding,PP,"$54,950 ","$1,119,950 ",0-2-1-13,2,Hong Kong(26/11/2021),C Fownes,Mr & Mrs Ringo Ng Yiu Kwok,67,69,Unencumbered,Half A Minute,Half Hennessy,FALSE
SPLENDOUR AND GOLD(C029),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C029,AUS,-1,Chestnut,Gelding,PPG,,"$2,870,950 ",4-0-1-14,-1,,,Victor Hui Chun Fui,78,-1,Excelebration,Further,More Than Ready,TRUE
SAVAQUIN(D479),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D479,NZ,5,Bay,Gelding,PP,"$528,000 ","$6,431,000 ",3-4-2-19,2,Hong Kong(03/12/2021),J Size,Winnie Law Wing Yin,90,92,Savabeel,Sequin,Pins,FALSE
TELECOM FIGHTERS(D482),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D482,AUS,5,,,PP,"$2,448,000 ","$6,142,000 ",4-3-3-18,1,Hong Kong(29/06/2020),Y S Tsui,Telecom Brothers Syndicate,96,82,The Brothers War,Moorings Capital,Song Of Tara,FALSE
KYRUS UNICORN(D267),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D267,IRE,5,Grey,Gelding,PP,$0 ,"$579,500 ",0-1-1-18,1,Hong Kong(27/10/2019),C W Chang,Emily Wong Man Yan & Wong Ying Sheung,60,64,Havana Gold,Zindana,Dalakhani,FALSE
CHATER PINS(E057),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E057,NZ,6,Bay,Gelding,PP,"$124,800 ","$297,300 ",0-0-0-15,1,Hong Kong(19/11/2021),D A Hayes,HK Cricket Club Syndicate,45,48,Pins,Misspro O'Reilly,O'Reilly,FALSE
CHEVALIER PRINCE(D298),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D298,NZ,5,Bay,Gelding,PPG,"$620,150 ","$2,743,025 ",2-3-2-15,2,Conghua(25/11/2021),F C Lor,Chevalier Syndicate,63,62,Rock 'N' Pop,Zoe Spice,O'Reilly,FALSE
CASIMIRO(C149),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C149,IRE,7,Chestnut,Gelding,PP,"$119,600 ","$4,167,485 ",4-5-2-43,0,Hong Kong(17/09/2020),P O'Sullivan,R&S Racing Syndicate,57,60,Casamento,Glyndebourne,Rahy,FALSE
SMOOTHIES(D233),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D233,AUS,6,Brown,Gelding,PP,"$274,750 ","$2,902,250 ",1-4-2-21,0,Conghua(04/11/2021),C S Shum,"Andy Wong Tsz Wai, Michael Chan Ting Bond, Albert Lee Wai Kong & Young Sharon Yik Sze",69,67,Rothesay,Cot Case,Belong To Me,FALSE
EXCEPTIONAL NICE(D367),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D367,NZ,6,Bay,Gelding,PP,"$345,400 ","$2,400,400 ",0-6-1-14,1,Hong Kong(29/10/2021),W Y So,Exceptional Syndicate,68,66,Tavistock,Monroe Magic,Zabeel,FALSE
A A AGILITY(D466),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D466,NZ,6,Bay,Gelding,PP,$0 ,$0 ,0-0-0-8,1,Hong Kong(08/06/2020),L Ho,Focuson Syndicate,48,56,O'Reilly,Music,Pins,FALSE
NOT USUAL TALENT(C095),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C095,NZ,7,Bay,Gelding,PP,"$333,000 ","$9,076,500 ",4-5-3-32,2,Hong Kong(29/09/2021),T P Yung,Chen Hong Wei,96,102,Zacinto,Compact Pussycat,Al Akbar,FALSE
LUCKY PATCH(D422),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D422,NZ,5,Bay,Gelding,PP,"$6,533,500 ","$13,909,000 ",5-3-3-15,1,Hong Kong(04/05/2020),K W Lui,Patch Syndicate,118,108,El Roca,Gould,Danehill Dancer,FALSE
ENRICH DELIGHT(D478),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D478,AUS,-1,Bay,Gelding,PP,,"$2,507,000 ",1-0-1-3,-1,,,Peter Law Kin Sang,94,-1,Medaglia d'Oro,Zydeco,Zabeel,TRUE
BEAUTY LEGACY(D023),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D023,AUS,6,Brown,Gelding,PP,"$235,500 ","$3,856,500 ",1-1-1-24,2,Hong Kong(25/06/2021),J Size,Patrick Kwok Ho Chuen,74,76,Fiorente,Rosa Perlato,Encosta de Lago,FALSE
BAND OF BROTHERS(C135),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C135,NZ,7,Chestnut,Gelding,PPG,$0 ,"$7,080,700 ",6-3-3-22,0,Hong Kong(03/12/2021),P O'Sullivan,Z Power Syndicate,91,91,Sakhee's Secret,Jan Valachi,Kingdom Bay,FALSE
BEAUTY JOY(E058),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E058,AUS,5,Chestnut,Gelding,PP,"$894,900 ","$894,900 ",1-0-0-3,1,Hong Kong(09/12/2020),A S Cruz,Eleanor Kwok Law Kwai Chun & Patrick Kwok Ho Chuen,78,78,Sebring,Impressive Jeuney,Jeune,FALSE
BEAUTY SMILE(D347),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D347,IRE,-1,Chestnut,Gelding,PP,,"$6,370,000 ",2-3-2-14,-1,,,Beauty Syndicate,97,-1,Free Eagle,Pale Orchid,Invincible Spirit,TRUE
PRECIOUSSHIP(C050),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C050,IRE,-1,Bay,Gelding,PP,,"$8,902,750 ",5-4-0-32,-1,,,David Sin Wai Kin,105,-1,Iffraaj,Riyaba,Dalakhani,TRUE
AMAZING CHOCOLATE(C059),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C059,AUS,7,Bay,Gelding,PP,$0 ,"$3,990,090 ",4-1-0-28,2,Hong Kong(29/10/2021),T P Yung,Antony Ip Ren Haw,77,82,Sepoy,Nanda Kot,Encosta de Lago,FALSE
RUSSIAN EMPEROR(E198),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E198,IRE,4,Bay,Gelding,PP,"$166,250 ","$8,326,250 ",0-2-0-9,1,Hong Kong(14/07/2021),D J Whyte,Mike Cheung Shun Ching,105,103,Galileo,Atlantic Jewel,Fastnet Rock,FALSE
EXCELLENT PROPOSAL(D386),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D386,AUS,5,Chestnut,Gelding,PP,"$803,250 ","$14,913,250 ",4-2-0-10,2,Hong Kong(14/07/2021),J Size,Kenneth Chung Kin Shu,102,101,Exceed And Excel,Procrastination,Pivotal,FALSE
WINNING METHOD(C383),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C383,AUS,5,Bay,Gelding,PPG,"$897,400 ","$6,239,650 ",4-6-4-32,2,Hong Kong(27/01/2019),C S Shum,Ho Tai Hing,80,79,Holy Roman Emperor,Out Of Egypt,Red Ransom,FALSE
RACING FIGHTER(B285),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B285,NZ,7,Grey,Gelding,PP,$0 ,"$7,475,000 ",6-3-1-45,1,Hong Kong(03/12/2021),C H Yip,CAAF Syndicate,80,80,Mastercraftsman,Comme Tu Veux,Howbaddouwantit,FALSE
TSAR(E224),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E224,GB,4,Bay,Gelding,PP,$0 ,"$2,661,000 ",1-1-0-6,0,Hong Kong(03/10/2020),Y S Tsui,Lily Chan Li Lei & Marc Chan,87,87,Kingman,Kilo Alpha,King's Best,FALSE
VICTORIOUS SEEKER(C091),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C091,AUS,6,Brown,Gelding,PPG,"$821,600 ","$2,485,898 ",3-3-3-26,2,Hong Kong(10/09/2021),P O'Sullivan,"Mr & Mrs Lee Yong Sun, Christabel Lee Shang Yuee and Julian Lee Shang Hsin",54,51,Sebring,Prostar,Starcraft,FALSE
EXALTATION(C370),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C370,IRE,5,Bay,Gelding,PP,"$27,300 ","$865,415 ",0-3-0-30,1,Hong Kong(26/11/2021),A S Cruz,Michele Monique Reis,31,33,Elzaam,Kolkata,Rainbow Quest,FALSE
DYNAMIC EAGLE(B072),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B072,NZ,8,Bay,Gelding,PP,"$1,059,750 ","$4,953,350 ",5-2-3-45,2,Hong Kong(26/11/2021),C S Shum,Chan Yuk Shun,67,64,Guillotine,Dosh,Danske,FALSE
MAGNETISM(V114),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2015_V114,IRE,-1,Bay,Gelding,PP,,"$6,053,330 ",6-2-6-73,-1,,,Wong Chung Hin & Arnold Wong Chi Chiu,32,-1,Monsieur Bond,Midnight Mystique,Noverre,TRUE
PERFECT TO PLAY(B095),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B095,IRE,-1,Chestnut,Gelding,PP,,"$3,197,285 ",4-2-2-54,-1,,,"Mr & Mrs Ringo Ng Yiu Kwok, Jasmine Ng Kwan Yin and Harry Ng Kwan Hang",37,-1,Born To Sea,Centreofattention,Danehill,TRUE
BULLISH GLORY(A118),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A118,IRE,-1,Chestnut,Gelding,PP,,"$3,056,745 ",3-3-4-51,-1,,,Wong Wing Keung,36,-1,Roderic O'Connor,Biz Bar,Tobougg,TRUE
PEACH BLOSSOMS(D202),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D202,NZ,-1,Bay,Gelding,PP,,"$570,000 ",1-0-0-10,-1,,,Harry Tsang Cheung Hin,54,-1,Tavistock,Miss Danni,Keeper,TRUE
GREAT TIMES(D301),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D301,FR,4,Chestnut,Gelding,ISG,$0 ,$0 ,0-0-0-7,1,Conghua(09/11/2021),D J Hall,"Fung Wing Chung, Kenneth Fung King Keung, Patrick Fung King Hung & Monica Fung Mun Sin",33,38,Anodin,Gracieuse,Muhtathir,FALSE
OWNERS' STAR(B427),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B427,GB,6,Chestnut,Gelding,PP,$0 ,"$2,199,300 ",1-3-1-32,1,Hong Kong(08/10/2021),W Y So,HK Horseowners Syndicate,40,42,Farhh,Manila Bay,Halling,FALSE
FULL POWER(C426),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C426,IRE,5,Bay,Gelding,ISG,$0 ,"$1,627,825 ",2-1-2-20,1,Hong Kong(16/03/2019),R Gibson,Mr & Mrs Michael Cheng Wing On and Janice Cheng Po Hei,51,53,Frankel,Jakonda,Kingmambo,FALSE
MORE THAN A HORSE(D141),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D141,AUS,-1,Brown,Gelding,PP,,"$787,500 ",0-1-0-20,-1,,,Barry Lee Wing Tai,46,-1,More Than Ready,Xandretta,Flying Spur,TRUE
UNIVERSAL GO GO(B132),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B132,NZ,7,Bay,Gelding,PPG,"$228,800 ","$5,147,485 ",4-8-7-44,1,Conghua(23/11/2021),K W Lui,Alexander Wong,56,57,Azamour,Love Blooms,Kaapstad,FALSE
DAILY BEAUTY(D070),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D070,AUS,6,Bay,Gelding,PPG,"$36,400 ","$2,634,175 ",3-2-3-32,2,Hong Kong(10/11/2021),C Fownes,Peter Cheng & Jerry Cheng Chun Ho,40,54,All American,Mixed Emotions,Testa Rossa,FALSE
GLUCK RACER(E157),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E157,AUS,4,Brown,Gelding,PPG,"$894,900 ","$2,324,900 ",3-0-2-8,0,Hong Kong(01/12/2021),K H Ting,Lau Kwai Ching,73,65,Super One,Keep The Filly,Keep The Faith,FALSE
PEAK TO PEAK(D472),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D472,AUS,4,,,PPG,"$592,800 ","$1,267,800 ",1-1-2-13,2,Conghua(25/11/2021),F C Lor,Anderson Wong Ka Lung,49,46,More Than Ready,Mineko,Fastnet Rock,FALSE
HELAKU KNIGHT(C328),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C328,AUS,-1,Chestnut,Gelding,PP,,"$426,205 ",0-1-1-15,-1,,,Mr & Mrs James Tien Pei Chun,50,-1,Written Tycoon,Summery,Scenic,TRUE
STAR SUPERIOR(V255),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2015_V255,AUS,-1,Bay,Gelding,PP,,"$3,839,650 ",3-7-6-64,-1,,,Li Si Rong,28,-1,Reward For Effort,Sister Livia,Galileo,TRUE
FOCUS(C254),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C254,NZ,-1,Bay,Gelding,PPG,,"$1,890,485 ",2-3-0-28,-1,,,Ken Chan Chun Ning,29,-1,Per Incanto,Princess Alexandra,Towkay,TRUE
MUDITA(E085),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E085,AUS,5,Bay,Gelding,PPG,"$27,300 ","$282,300 ",0-1-0-11,1,Hong Kong(29/09/2021),P O'Sullivan,Benny Kwong Kai Sing,35,41,Holy Roman Emperor,Bella Laguna,Encosta de Lago,FALSE
BULLISH BROTHER(C034),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C034,AUS,-1,Bay,Gelding,PPG,,"$3,075,745 ",4-3-2-35,-1,,,"Wong Wing Keung, Yeung Yuk Ying & Mary Wong Pak Ka",43,-1,Reward For Effort,Stream Royale,Royal Academy,TRUE
SKY CHAMPION(E010),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E010,NZ,5,Bay,Gelding,PPG,$0 ,"$35,000 ",0-0-0-6,0,Hong Kong(27/10/2021),Y S Tsui,Skymark Syndicate,38,38,Per Incanto,Bilancia,Montjeu,FALSE
HAPPY PROFIT(E160),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E160,NZ,4,Bay,Gelding,PPG,$0 ,"$555,000 ",0-2-1-7,0,Conghua(07/10/2021),C S Shum,Mr & Mrs William Yem Wai Lai,53,53,Alamosa,Claudia Jessie,Indian Danehill,FALSE
GOOD BUDDY(E097),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E097,NZ,4,Bay,Gelding,PPG,"$1,185,600 ","$1,500,600 ",2-1-0-8,1,Hong Kong(01/09/2021),D J Hall,"Richard Lok Kee Loong, Will Yiu Mau Lung & Jimmy Law Hoi Yat",59,49,Showcasing,Saheel,Zabeel,FALSE
BABY STORM(C500),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C500,NZ,-1,Bay,Gelding,PPG,,"$795,000 ",1-0-4-19,-1,,,Felicia Kathy Louey,34,-1,Redwood,Poetic Licence,Darci Brahma,TRUE
FAIRY FLOSS(C236),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C236,NZ,6,Grey,Gelding,PPG,$0 ,"$2,213,000 ",4-2-0-32,1,Hong Kong(14/02/2020),P O'Sullivan,John Tong Chor Nam & Herman Tsoi Hak Chiu,48,49,Guillotine,Hang Seng,Black Minnaloushe,FALSE
